,Value,Successor,Res_Cap1,Res_Cap2,Res_Cap3,Res_Cap4,Time,Best Order,Best Successor,"r[j]-OC[j,c,t]"
78929,599.0,"[95021, 80270, 78928, 93690, 80380, 94911]",5,6,7,7,4,3,95021,200.0
93690,422.0,"[108451, 95141, 109672, 109782, 95031, 93689]",4,6,6,7,3,1,108451,100.0
108451,267.0,"[109792, 108450, 123212, 109902, 124433, 124543]",3,6,5,7,2,4,124433,220.0
50858,764.0,"[66950, 52199, 50857, 65619, 52309, 66840]",7,5,8,7,5,3,66950,200.0
65619,599.0,"[81601, 81711, 66960, 65618, 80380, 67070]",6,5,7,7,4,3,81711,200.0
80380,422.0,"[95141, 81831, 96362, 96472, 81721, 80379]",5,5,6,7,3,1,95141,100.0
95141,267.0,"[111233, 96482, 95140, 109902, 96592, 111123]",4,5,5,7,2,4,111123,220.0
109902,145.0,"[125994, 111243, 109901, 124663, 111353, 125884]",3,5,4,7,1,4,125884,220.0
52309,599.0,"[53760, 68291, 68401, 53650, 52308, 67070]",7,4,7,7,4,3,68401,200.0
53760,422.0,"[68521, 55211, 69742, 69852, 55101, 53759]",7,3,6,7,3,1,68521,100.0
55211,267.0,"[71303, 56552, 55210, 69972, 56662, 71193]",7,2,5,7,2,4,71193,220.0
67070,422.0,"[81831, 68521, 83052, 83162, 68411, 67069]",6,4,6,7,3,1,81831,100.0
68521,267.0,"[84613, 69862, 68520, 83282, 69972, 84503]",6,3,5,7,2,4,84503,220.0
69972,145.0,"[85954, 86064, 71313, 69971, 84733, 71423]",6,2,4,7,1,4,85954,220.0
65499,764.0,"[80260, 66950, 81481, 81591, 66840, 65498]",6,5,8,7,5,3,81591,200.0
80260,599.0,"[96352, 81601, 80259, 95021, 81711, 96242]",5,5,7,7,4,3,96352,200.0
49406,764.0,"[64167, 50857, 65388, 65498, 50747, 49405]",7,6,9,7,5,3,65498,200.0
64167,599.0,"[80259, 65508, 64166, 78928, 65618, 80149]",6,6,8,7,4,3,80259,200.0
78928,422.0,"[95020, 80269, 78927, 93689, 80379, 94910]",5,6,7,7,3,1,93689,100.0
93689,267.0,"[108450, 95140, 109671, 109781, 95030, 93688]",4,6,6,7,2,4,109671,220.0
108450,145.0,"[108449, 123211, 109901, 124432, 124542, 109791]",3,6,5,7,1,4,124432,220.0
50857,599.0,"[66949, 52198, 50856, 65618, 52308, 66839]",7,5,8,7,4,3,66949,200.0
65618,422.0,"[81600, 81710, 66959, 65617, 80379, 67069]",6,5,7,7,3,1,80379,100.0
80379,267.0,"[95140, 81830, 96361, 96471, 81720, 80378]",5,5,6,7,2,4,96361,220.0
95140,145.0,"[111232, 96481, 95139, 109901, 96591, 111122]",4,5,5,7,1,4,111122,220.0
109901,0.0,['end'],3,5,4,7,0,0,0,0.0
52308,422.0,"[68290, 68400, 53649, 52307, 67069, 53759]",7,4,7,7,3,1,67069,100.0
67069,267.0,"[81830, 68520, 83051, 83161, 68410, 67068]",6,4,6,7,2,4,83051,220.0
53759,267.0,"[68520, 55210, 69741, 69851, 55100, 53758]",7,3,6,7,2,4,69741,220.0
68520,145.0,"[84612, 69861, 68519, 83281, 69971, 84502]",6,3,5,7,1,4,84502,220.0
55210,145.0,"[71302, 56551, 55209, 69971, 56661, 71192]",7,2,5,7,1,4,71192,220.0
69971,0.0,['end'],6,2,4,7,0,0,0,0.0
65498,599.0,"[80259, 66949, 81480, 81590, 66839, 65497]",6,5,8,7,4,3,81590,200.0
80259,422.0,"[81600, 80258, 95020, 81710, 96241, 96351]",5,5,7,7,3,1,95020,100.0
24818,267.0,"[40800, 40910, 26159, 24817, 39579, 26269]",9,3,3,9,2,4,40800,220.0
39579,145.0,"[54340, 41030, 55561, 55671, 40920, 39578]",8,3,2,9,1,4,55561,220.0
54340,0.0,['end'],7,3,1,9,0,0,0,0.0
26269,145.0,"[41030, 27720, 42251, 42361, 27610, 26268]",9,2,2,9,1,4,42251,220.0
41030,0.0,['end'],8,2,1,9,0,0,0,0.0
27720,0.0,['end'],9,1,1,9,0,0,0,0.0
24817,145.0,"[40909, 26158, 24816, 39578, 26268, 40799]",9,3,3,9,1,4,40799,220.0
39578,0.0,['end'],8,3,2,9,0,0,0,0.0
26268,0.0,['end'],9,2,2,9,0,0,0,0.0
24808,422.0,"[40900, 26149, 24807, 39569, 26259, 40790]",9,3,3,10,3,1,39569,100.0
40900,267.0,"[56992, 42241, 40899, 55661, 42351, 56882]",8,2,2,10,2,4,56882,220.0
56992,145.0,"[71753, 58443, 72974, 73084, 58333, 56991]",7,1,1,10,1,4,72974,220.0
73084,0.0,['end'],6,0,0,10,0,0,0,0.0
39569,267.0,"[55661, 40910, 39568, 54330, 41020, 55551]",8,3,2,10,2,4,55551,220.0
55661,145.0,"[71753, 57002, 55660, 70422, 57112, 71643]",7,2,1,10,1,4,71643,220.0
71753,0.0,['end'],6,1,0,10,0,0,0,0.0
54330,145.0,"[69091, 55781, 70312, 70422, 55671, 54329]",7,3,1,10,1,4,70312,220.0
69091,0.0,['end'],6,3,0,10,0,0,0,0.0
70422,0.0,['end'],6,2,0,10,0,0,0,0.0
26259,267.0,"[42241, 42351, 27600, 26258, 41020, 27710]",9,2,2,10,2,4,42241,220.0
42351,145.0,"[58443, 43692, 42350, 57112, 43802, 58333]",8,1,1,10,1,4,58333,220.0
58443,0.0,['end'],7,0,0,10,0,0,0,0.0
27710,145.0,"[42471, 29161, 43692, 43802, 29051, 27709]",9,1,1,10,1,4,43692,220.0
29161,0.0,['end'],9,0,0,10,0,0,0,0.0
43802,0.0,['end'],8,0,0,10,0,0,0,0.0
24807,267.0,"[40899, 26148, 24806, 39568, 26258, 40789]",9,3,3,10,2,4,40789,220.0
40899,145.0,"[42240, 40898, 55660, 42350, 56881, 56991]",8,2,2,10,1,4,56881,220.0
56991,0.0,['end'],7,1,1,10,0,0,0,0.0
39568,145.0,"[55660, 40909, 39567, 54329, 41019, 55550]",8,3,2,10,1,4,55550,220.0
55660,0.0,['end'],7,2,1,10,0,0,0,0.0
54329,0.0,['end'],7,3,1,10,0,0,0,0.0
26258,145.0,"[42240, 42350, 27599, 26257, 41019, 27709]",9,2,2,10,1,4,42240,220.0
42350,0.0,['end'],8,1,1,10,0,0,0,0.0
27709,0.0,['end'],9,1,1,10,0,0,0,0.0
65759,145.0,"[80520, 67210, 81741, 81851, 67100, 65758]",6,5,6,5,1,4,81741,220.0
67210,0.0,['end'],6,4,5,5,0,0,0,0.0
67100,0.0,['end'],6,4,6,4,0,0,0,0.0
65758,0.0,['end'],6,5,6,5,0,0,0,0.0
65749,267.0,"[67200, 81731, 81841, 67090, 65748, 80510]",6,5,6,6,2,4,81731,220.0
67200,145.0,"[81961, 68651, 83182, 83292, 68541, 67199]",6,4,5,6,1,4,83182,220.0
80510,145.0,"[95271, 81961, 96492, 96602, 81851, 80509]",5,5,5,6,1,4,96492,220.0
65748,145.0,"[81730, 81840, 67089, 65747, 80509, 67199]",6,5,6,6,1,4,81730,220.0
80509,0.0,['end'],5,5,5,6,0,0,0,0.0
67199,0.0,['end'],6,4,5,6,0,0,0,0.0
65739,422.0,"[81831, 67080, 65738, 80500, 67190, 81721]",6,5,6,7,3,1,80500,100.0
81831,267.0,"[97923, 83172, 81830, 96592, 83282, 97813]",5,4,5,7,2,4,97813,220.0
80500,267.0,"[96482, 96592, 81841, 80499, 95261, 81951]",5,5,5,7,2,4,96482,220.0
96592,145.0,"[112684, 97933, 96591, 111353, 98043, 112574]",4,4,4,7,1,4,112574,220.0
95261,145.0,"[110022, 96712, 111243, 111353, 96602, 95260]",4,5,4,7,1,4,111243,220.0
111353,0.0,['end'],3,4,3,7,0,0,0,0.0
67190,267.0,"[68641, 83172, 83282, 68531, 67189, 81951]",6,4,5,7,2,4,83172,220.0
68641,145.0,"[68640, 83402, 70092, 84623, 84733, 69982]",6,3,4,7,1,4,84623,220.0
65738,267.0,"[81830, 67079, 65737, 80499, 67189, 81720]",6,5,6,7,2,4,81720,220.0
81830,145.0,"[97922, 83171, 81829, 96591, 83281, 97812]",5,4,5,7,1,4,97812,220.0
80499,145.0,"[96481, 96591, 81840, 80498, 95260, 81950]",5,5,5,7,1,4,96481,220.0
96591,0.0,['end'],4,4,4,7,0,0,0,0.0
95260,0.0,['end'],4,5,4,7,0,0,0,0.0
67189,145.0,"[68640, 83171, 83281, 68530, 67188, 81950]",6,4,5,7,1,4,83171,220.0
68640,0.0,['end'],6,3,4,7,0,0,0,0.0
8386,599.0,"[8385, 23147, 9837, 24368, 24478, 9727]",10,4,7,7,4,3,24478,200.0
23147,422.0,"[39239, 24488, 23146, 37908, 24598, 39129]",9,4,6,7,3,1,37908,100.0
37908,267.0,"[53890, 54000, 39249, 37907, 52669, 39359]",8,4,5,7,2,4,53890,220.0
52669,145.0,"[67430, 54120, 68651, 68761, 54010, 52668]",7,4,4,7,1,4,68651,220.0
67430,0.0,['end'],6,4,3,7,0,0,0,0.0
9837,422.0,"[25929, 11178, 9836, 24598, 11288, 25819]",10,3,6,7,3,1,24598,100.0
11288,267.0,"[26049, 12739, 27270, 27380, 12629, 11287]",10,2,5,7,2,4,27270,220.0
12739,145.0,"[14080, 12738, 27500, 14190, 28721, 28831]",10,1,4,7,1,4,28721,220.0
14190,0.0,['end'],10,0,3,7,0,0,0,0.0
24368,422.0,"[40460, 25709, 24367, 39129, 25819, 40350]",9,3,7,6,3,1,39129,100.0
39129,267.0,"[53890, 40580, 55111, 55221, 40470, 39128]",8,3,6,6,2,4,55111,220.0
53890,145.0,"[53889, 68651, 55341, 69872, 69982, 55231]",7,3,5,6,1,4,69872,220.0
68651,0.0,['end'],6,3,4,6,0,0,0,0.0
40350,267.0,"[55111, 41801, 56332, 56442, 41691, 40349]",8,2,7,5,2,4,56332,220.0
55111,145.0,"[71203, 56452, 55110, 69872, 56562, 71093]",7,2,6,5,1,4,71093,220.0
24478,422.0,"[39239, 25929, 40460, 40570, 25819, 24477]",9,3,6,7,3,1,39239,100.0
39239,267.0,"[55331, 40580, 39238, 54000, 40690, 55221]",8,3,5,7,2,4,55221,220.0
54000,145.0,"[70092, 55341, 53999, 68761, 55451, 69982]",7,3,4,7,1,4,69982,220.0
68761,0.0,['end'],6,3,3,7,0,0,0,0.0
40460,267.0,"[56552, 41801, 40459, 55221, 41911, 56442]",8,2,6,6,2,4,56442,220.0
55221,145.0,"[56672, 71203, 71313, 56562, 55220, 69982]",7,2,5,6,1,4,71203,220.0
9727,422.0,"[24488, 11178, 25709, 25819, 11068, 9726]",10,3,7,6,3,1,24488,100.0
24488,267.0,"[40580, 25829, 24487, 39249, 25939, 40470]",9,3,6,6,2,4,40470,220.0
39249,145.0,"[55341, 40590, 39248, 54010, 40700, 55231]",8,3,5,6,1,4,55231,220.0
54010,0.0,['end'],7,3,4,6,0,0,0,0.0
11178,267.0,"[27270, 12519, 11177, 25939, 12629, 27160]",10,2,6,6,2,4,27160,220.0
12629,145.0,"[14080, 28611, 28721, 13970, 12628, 27390]",10,1,5,6,1,4,28611,220.0
14080,0.0,['end'],10,0,4,6,0,0,0,0.0
25709,267.0,"[41801, 27050, 25708, 40470, 27160, 41691]",9,2,7,5,2,4,41691,220.0
40470,145.0,"[41921, 56452, 56562, 41811, 40469, 55231]",8,2,6,5,1,4,56452,220.0
55231,0.0,['end'],7,2,5,5,0,0,0,0.0
41691,145.0,"[56452, 43142, 57673, 57783, 43032, 41690]",8,1,7,4,1,4,57673,220.0
56452,0.0,['end'],7,1,6,4,0,0,0,0.0
25819,267.0,"[40580, 27270, 41801, 41911, 27160, 25818]",9,2,6,6,2,4,41801,220.0
41801,145.0,"[57893, 43142, 41800, 56562, 43252, 57783]",8,1,6,5,1,4,57783,220.0
11068,267.0,"[25829, 12519, 27050, 27160, 12409, 11067]",10,2,7,5,2,4,27050,220.0
25829,145.0,"[41921, 27170, 25828, 40590, 27280, 41811]",9,2,6,5,1,4,41811,220.0
40590,0.0,['end'],8,2,5,5,0,0,0,0.0
12519,145.0,"[28611, 13860, 12518, 27280, 13970, 28501]",10,1,6,5,1,4,28501,220.0
13970,0.0,['end'],10,0,5,5,0,0,0,0.0
27050,145.0,"[43142, 28391, 27049, 41811, 28501, 43032]",9,1,7,4,1,4,43032,220.0
41811,0.0,['end'],8,1,6,4,0,0,0,0.0
43032,0.0,['end'],8,0,7,3,0,0,0,0.0
27160,145.0,"[41921, 28611, 43142, 43252, 28501, 27159]",9,1,6,5,1,4,43142,220.0
43142,0.0,['end'],8,0,6,4,0,0,0,0.0
12409,145.0,"[27170, 13860, 28391, 28501, 13750, 12408]",10,1,7,4,1,4,28391,220.0
27170,0.0,['end'],9,1,6,4,0,0,0,0.0
13860,0.0,['end'],10,0,6,4,0,0,0,0.0
28391,0.0,['end'],9,0,7,3,0,0,0,0.0
28501,0.0,['end'],9,0,6,4,0,0,0,0.0
13750,0.0,['end'],10,0,7,3,0,0,0,0.0
8385,422.0,"[8384, 23146, 9836, 24367, 24477, 9726]",10,4,7,7,3,1,23146,100.0
23146,267.0,"[39238, 24487, 23145, 37907, 24597, 39128]",9,4,6,7,2,4,39128,220.0
37907,145.0,"[53889, 53999, 39248, 37906, 52668, 39358]",8,4,5,7,1,4,53889,220.0
52668,0.0,['end'],7,4,4,7,0,0,0,0.0
9836,267.0,"[25928, 11177, 9835, 24597, 11287, 25818]",10,3,6,7,2,4,25818,220.0
11287,145.0,"[26048, 12738, 27269, 27379, 12628, 11286]",10,2,5,7,1,4,27269,220.0
12738,0.0,['end'],10,1,4,7,0,0,0,0.0
24367,267.0,"[40459, 25708, 24366, 39128, 25818, 40349]",9,3,7,6,2,4,40349,220.0
39128,145.0,"[53889, 40579, 55110, 55220, 40469, 39127]",8,3,6,6,1,4,55110,220.0
53889,0.0,['end'],7,3,5,6,0,0,0,0.0
40349,145.0,"[55110, 41800, 56331, 56441, 41690, 40348]",8,2,7,5,1,4,56331,220.0
55110,0.0,['end'],7,2,6,5,0,0,0,0.0
24477,267.0,"[39238, 25928, 40459, 40569, 25818, 24476]",9,3,6,7,2,4,40459,220.0
39238,145.0,"[55330, 40579, 39237, 53999, 40689, 55220]",8,3,5,7,1,4,55220,220.0
53999,0.0,['end'],7,3,4,7,0,0,0,0.0
40459,145.0,"[56551, 41800, 40458, 55220, 41910, 56441]",8,2,6,6,1,4,56441,220.0
55220,0.0,['end'],7,2,5,6,0,0,0,0.0
9726,267.0,"[24487, 11177, 25708, 25818, 11067, 9725]",10,3,7,6,2,4,25708,220.0
24487,145.0,"[40579, 25828, 24486, 39248, 25938, 40469]",9,3,6,6,1,4,40469,220.0
39248,0.0,['end'],8,3,5,6,0,0,0,0.0
11177,145.0,"[27269, 12518, 11176, 25938, 12628, 27159]",10,2,6,6,1,4,27159,220.0
12628,0.0,['end'],10,1,5,6,0,0,0,0.0
25708,145.0,"[41800, 27049, 25707, 40469, 27159, 41690]",9,2,7,5,1,4,41690,220.0
40469,0.0,['end'],8,2,6,5,0,0,0,0.0
25818,145.0,"[40579, 27269, 41800, 41910, 27159, 25817]",9,2,6,6,1,4,41800,220.0
41800,0.0,['end'],8,1,6,5,0,0,0,0.0
11067,145.0,"[25828, 12518, 27049, 27159, 12408, 11066]",10,2,7,5,1,4,27049,220.0
25828,0.0,['end'],9,2,6,5,0,0,0,0.0
12518,0.0,['end'],10,1,6,5,0,0,0,0.0
27159,0.0,['end'],9,1,6,5,0,0,0,0.0
12408,0.0,['end'],10,1,7,4,0,0,0,0.0
65719,764.0,"[80480, 67170, 81701, 81811, 67060, 65718]",6,5,6,9,5,3,81811,200.0
80480,599.0,"[95241, 81931, 96462, 96572, 81821, 80479]",5,5,5,9,4,3,96572,200.0
95241,422.0,"[111333, 96582, 95240, 110002, 96692, 111223]",4,5,4,9,3,1,110002,100.0
110002,267.0,"[125984, 126094, 111343, 110001, 124763, 111453]",3,5,3,9,2,4,125984,220.0
124763,145.0,"[139524, 126214, 140745, 140855, 126104, 124762]",2,5,2,9,1,4,140745,220.0
67170,599.0,"[67169, 81931, 68621, 83152, 83262, 68511]",6,4,5,9,4,3,83262,200.0
68621,422.0,"[84713, 69962, 68620, 83382, 70072, 84603]",6,3,4,9,3,1,83382,100.0
70072,267.0,"[84833, 71523, 86054, 86164, 71413, 70071]",6,2,3,9,2,4,86054,220.0
71523,145.0,"[72864, 71522, 86284, 72974, 87505, 87615]",6,1,2,9,1,4,87505,220.0
81811,599.0,"[97793, 97903, 83152, 81810, 96572, 83262]",5,4,5,9,4,3,97903,200.0
97903,422.0,"[113995, 99244, 97902, 112664, 99354, 113885]",4,3,4,9,3,1,112664,100.0
113995,267.0,"[130087, 115336, 113994, 128756, 115446, 129977]",3,2,3,9,2,4,129977,220.0
130087,145.0,"[146179, 131428, 130086, 144848, 131538, 146069]",2,1,2,9,1,4,146069,220.0
146179,0.0,['end'],1,0,1,9,0,0,0,0.0
96572,422.0,"[111333, 98023, 112554, 112664, 97913, 96571]",4,4,4,9,3,1,111333,100.0
111333,267.0,"[127425, 112674, 111332, 126094, 112784, 127315]",3,4,3,9,2,4,127315,220.0
126094,145.0,"[142186, 127435, 126093, 140855, 127545, 142076]",2,4,2,9,1,4,142076,220.0
140855,0.0,['end'],1,4,1,9,0,0,0,0.0
112664,267.0,"[127425, 114115, 128646, 128756, 114005, 112663]",3,3,3,9,2,4,128646,220.0
127425,145.0,"[127424, 142186, 128876, 143407, 143517, 128766]",2,3,2,9,1,4,143407,220.0
142186,0.0,['end'],1,3,1,9,0,0,0,0.0
128756,145.0,"[144738, 144848, 130097, 128755, 143517, 130207]",2,2,2,9,1,4,144738,220.0
144848,0.0,['end'],1,1,1,9,0,0,0,0.0
143517,0.0,['end'],1,2,1,9,0,0,0,0.0
83262,422.0,"[98023, 84713, 99244, 99354, 84603, 83261]",5,3,4,9,3,1,98023,100.0
84713,267.0,"[100805, 86054, 84712, 99474, 86164, 100695]",5,2,3,9,2,4,100695,220.0
86164,145.0,"[102146, 102256, 87505, 86163, 100925, 87615]",5,1,2,9,1,4,102146,220.0
87615,0.0,['end'],5,0,1,9,0,0,0,0.0
99354,267.0,"[114115, 100805, 115336, 115446, 100695, 99353]",4,2,3,9,2,4,115336,220.0
100805,145.0,"[116897, 102146, 100804, 115566, 102256, 116787]",4,1,2,9,1,4,116787,220.0
102256,0.0,['end'],4,0,1,9,0,0,0,0.0
115446,145.0,"[116897, 131428, 131538, 116787, 115445, 130207]",3,1,2,9,1,4,131428,220.0
116897,0.0,['end'],3,0,1,9,0,0,0,0.0
131538,0.0,['end'],2,0,1,9,0,0,0,0.0
65718,599.0,"[67169, 81700, 81810, 67059, 65717, 80479]",6,5,6,9,4,3,81810,200.0
67169,422.0,"[67168, 81930, 68620, 83151, 83261, 68510]",6,4,5,9,3,1,81930,100.0
68620,267.0,"[84712, 69961, 68619, 83381, 70071, 84602]",6,3,4,9,2,4,84602,220.0
70071,145.0,"[84832, 71522, 86053, 86163, 71412, 70070]",6,2,3,9,1,4,86053,220.0
71522,0.0,['end'],6,1,2,9,0,0,0,0.0
81810,422.0,"[97792, 97902, 83151, 81809, 96571, 83261]",5,4,5,9,3,1,96571,100.0
97902,267.0,"[113994, 99243, 97901, 112663, 99353, 113884]",4,3,4,9,2,4,113884,220.0
113994,145.0,"[130086, 115335, 113993, 128755, 115445, 129976]",3,2,3,9,1,4,129976,220.0
130086,0.0,['end'],2,1,2,9,0,0,0,0.0
83261,267.0,"[98022, 84712, 99243, 99353, 84602, 83260]",5,3,4,9,2,4,99243,220.0
84712,145.0,"[100804, 86053, 84711, 99473, 86163, 100694]",5,2,3,9,1,4,100694,220.0
86163,0.0,['end'],5,1,2,9,0,0,0,0.0
99353,145.0,"[114114, 100804, 115335, 115445, 100694, 99352]",4,2,3,9,1,4,115335,220.0
100804,0.0,['end'],4,1,2,9,0,0,0,0.0
115445,0.0,['end'],3,1,2,9,0,0,0,0.0
80479,422.0,"[95240, 81930, 96461, 96571, 81820, 80478]",5,5,5,9,3,1,95240,100.0
95240,267.0,"[111332, 96581, 95239, 110001, 96691, 111222]",4,5,4,9,2,4,111222,220.0
110001,145.0,"[126093, 111342, 110000, 124762, 111452, 125983]",3,5,3,9,1,4,125983,220.0
124762,0.0,['end'],2,5,2,9,0,0,0,0.0
96571,267.0,"[111332, 98022, 112553, 112663, 97912, 96570]",4,4,4,9,2,4,112553,220.0
111332,145.0,"[127424, 112673, 111331, 126093, 112783, 127314]",3,4,3,9,1,4,127314,220.0
126093,0.0,['end'],2,4,2,9,0,0,0,0.0
112663,145.0,"[127424, 114114, 128645, 128755, 114004, 112662]",3,3,3,9,1,4,128645,220.0
127424,0.0,['end'],2,3,2,9,0,0,0,0.0
128755,0.0,['end'],2,2,2,9,0,0,0,0.0
93570,599.0,"[93569, 108331, 95021, 109552, 109662, 94911]",4,6,7,7,4,3,109662,200.0
93569,422.0,"[93568, 108330, 95020, 109551, 109661, 94910]",4,6,7,7,3,1,108330,100.0
108331,422.0,"[124423, 109672, 108330, 123092, 109782, 124313]",3,6,6,7,3,1,123092,100.0
108330,267.0,"[124422, 109671, 108329, 123091, 109781, 124312]",3,6,6,7,2,4,124312,220.0
123092,267.0,"[139074, 139184, 124433, 123091, 137853, 124543]",2,6,5,7,2,4,139074,220.0
123091,145.0,"[139073, 139183, 124432, 123090, 137852, 124542]",2,6,5,7,1,4,139073,220.0
95021,422.0,"[111113, 96362, 95020, 109782, 96472, 111003]",4,5,6,7,3,1,109782,100.0
95020,267.0,"[111112, 96361, 95019, 109781, 96471, 111002]",4,5,6,7,2,4,111002,220.0
109782,267.0,"[111233, 125764, 125874, 111123, 109781, 124543]",3,5,5,7,2,4,125764,220.0
109781,145.0,"[111232, 125763, 125873, 111122, 109780, 124542]",3,5,5,7,1,4,125763,220.0
124543,145.0,"[139304, 125994, 140525, 140635, 125884, 124542]",2,5,4,7,1,4,140525,220.0
124542,0.0,['end'],2,5,4,7,0,0,0,0.0
109552,422.0,"[125644, 110893, 109551, 124313, 111003, 125534]",3,5,7,6,3,1,124313,100.0
109551,267.0,"[125643, 110892, 109550, 124312, 111002, 125533]",3,5,7,6,2,4,125533,220.0
124313,267.0,"[139074, 125764, 140295, 140405, 125654, 124312]",2,5,6,6,2,4,140295,220.0
139074,145.0,"[139073, 153835, 140525, 155056, 155166, 140415]",1,5,5,6,1,4,155056,220.0
124312,145.0,"[139073, 125763, 140294, 140404, 125653, 124311]",2,5,6,6,1,4,140294,220.0
139073,0.0,['end'],1,5,5,6,0,0,0,0.0
125534,267.0,"[140295, 126985, 141516, 141626, 126875, 125533]",2,4,7,5,2,4,141516,220.0
140295,145.0,"[156387, 141636, 140294, 155056, 141746, 156277]",1,4,6,5,1,4,156277,220.0
155056,0.0,['end'],0,4,5,5,0,0,0,0.0
141516,145.0,"[157608, 142857, 141515, 156277, 142967, 157498]",1,3,7,4,1,4,157498,220.0
156277,0.0,['end'],0,3,6,4,0,0,0,0.0
157498,0.0,['end'],0,2,7,3,0,0,0,0.0
125533,145.0,"[140294, 126984, 141515, 141625, 126874, 125532]",2,4,7,5,1,4,141515,220.0
140294,0.0,['end'],1,4,6,5,0,0,0,0.0
141515,0.0,['end'],1,3,7,4,0,0,0,0.0
109662,422.0,"[124423, 111113, 125644, 125754, 111003, 109661]",3,5,6,7,3,1,124423,100.0
124423,267.0,"[140515, 125764, 124422, 139184, 125874, 140405]",2,5,5,7,2,4,140405,220.0
139184,145.0,"[155276, 140525, 139183, 153945, 140635, 155166]",1,5,4,7,1,4,155166,220.0
125644,267.0,"[141736, 126985, 125643, 140405, 127095, 141626]",2,4,6,6,2,4,141626,220.0
140405,145.0,"[141856, 156387, 156497, 141746, 140404, 155166]",1,4,5,6,1,4,156387,220.0
155166,0.0,['end'],0,4,4,6,0,0,0,0.0
141626,145.0,"[156387, 143077, 157608, 157718, 142967, 141625]",1,3,6,5,1,4,157608,220.0
156387,0.0,['end'],0,3,5,5,0,0,0,0.0
157608,0.0,['end'],0,2,6,4,0,0,0,0.0
125754,267.0,"[140515, 127205, 141736, 141846, 127095, 125753]",2,4,5,7,2,4,141736,220.0
140515,145.0,"[141856, 140514, 155276, 141966, 156497, 156607]",1,4,4,7,1,4,156497,220.0
155276,0.0,['end'],0,4,3,7,0,0,0,0.0
141736,145.0,"[157828, 143077, 141735, 156497, 143187, 157718]",1,3,5,6,1,4,157718,220.0
156497,0.0,['end'],0,3,4,6,0,0,0,0.0
157718,0.0,['end'],0,2,5,5,0,0,0,0.0
141846,145.0,"[143297, 157828, 157938, 143187, 141845, 156607]",1,3,4,7,1,4,157828,220.0
157828,0.0,['end'],0,2,4,6,0,0,0,0.0
156607,0.0,['end'],0,3,3,7,0,0,0,0.0
109661,267.0,"[124422, 111112, 125643, 125753, 111002, 109660]",3,5,6,7,2,4,125643,220.0
124422,145.0,"[140514, 125763, 124421, 139183, 125873, 140404]",2,5,5,7,1,4,140404,220.0
139183,0.0,['end'],1,5,4,7,0,0,0,0.0
125643,145.0,"[141735, 126984, 125642, 140404, 127094, 141625]",2,4,6,6,1,4,141625,220.0
140404,0.0,['end'],1,4,5,6,0,0,0,0.0
141625,0.0,['end'],1,3,6,5,0,0,0,0.0
125753,145.0,"[140514, 127204, 141735, 141845, 127094, 125752]",2,4,5,7,1,4,141735,220.0
140514,0.0,['end'],1,4,4,7,0,0,0,0.0
141735,0.0,['end'],1,3,5,6,0,0,0,0.0
141845,0.0,['end'],1,3,4,7,0,0,0,0.0
141956,145.0,"[158048, 143297, 141955, 156717, 143407, 157938]",1,3,3,8,1,4,157938,220.0
158048,0.0,['end'],0,2,2,8,0,0,0,0.0
141955,0.0,['end'],1,3,3,8,0,0,0,0.0
156717,0.0,['end'],0,3,2,8,0,0,0,0.0
157938,0.0,['end'],0,2,3,7,0,0,0,0.0
82071,0.0,['end'],5,4,3,7,0,0,0,0.0
49297,918.0,"[65389, 50638, 49296, 64058, 50748, 65279]",7,6,10,6,6,4,65279,220.0
65389,764.0,"[81481, 66730, 65388, 80150, 66840, 81371]",6,5,9,6,5,3,81481,200.0
81481,599.0,"[97573, 82822, 81480, 96242, 82932, 97463]",5,4,8,6,4,3,97573,200.0
50638,764.0,"[66730, 51979, 50637, 65399, 52089, 66620]",7,5,10,5,5,3,66730,200.0
51979,599.0,"[68071, 53320, 51978, 66740, 53430, 67961]",7,4,10,4,4,3,68071,200.0
53320,422.0,"[69412, 54661, 53319, 68081, 54771, 69302]",7,3,10,3,3,1,68081,100.0
54661,267.0,"[70753, 56002, 54660, 69422, 56112, 70643]",7,2,10,2,2,4,70643,220.0
56002,145.0,"[56001, 70763, 57453, 71984, 72094, 57343]",7,1,10,1,1,4,71984,220.0
57343,0.0,['end'],7,0,10,0,0,0,0,0.0
64058,764.0,"[78819, 65509, 80040, 80150, 65399, 64057]",6,6,9,6,5,3,80150,200.0
78819,599.0,"[80160, 78818, 93580, 80270, 94801, 94911]",5,6,8,6,4,2,80160,200.0
93580,422.0,"[109672, 94921, 93579, 108341, 95031, 109562]",4,6,7,6,3,1,108341,100.0
108341,267.0,"[109792, 124323, 124433, 109682, 108340, 123102]",3,6,6,6,2,4,124323,220.0
80150,599.0,"[81601, 96132, 96242, 81491, 80149, 94911]",5,5,8,6,4,3,96242,200.0
96242,422.0,"[112224, 112334, 97583, 96241, 111003, 97693]",4,4,7,6,3,1,111003,100.0
94911,422.0,"[109672, 96362, 110893, 111003, 96252, 94910]",4,5,7,6,3,1,109672,100.0
109672,267.0,"[125764, 111013, 109671, 124433, 111123, 125654]",3,5,6,6,2,4,125654,220.0
124433,145.0,"[140525, 125774, 124432, 139194, 125884, 140415]",2,5,5,6,1,4,140415,220.0
111003,267.0,"[125764, 112454, 126985, 127095, 112344, 111002]",3,4,6,6,2,4,126985,220.0
